symbol,datetime,close,obi,open,high,low
AAPL,2026-02-07 09:30:00,100.0263967496792,-0.3844511332553542,99.99784361335001,100.03269457099798,99.9678154552879
AAPL,2026-02-07 09:31:00,100.06585546168206,-0.28600990595769743,100.02742580148302,100.08716067880084,99.97943545050438
AAPL,2026-02-07 09:32:00,100.13239837123382,0.04282736072517458,100.17427159901465,100.19178051970479,100.10639895791353
AAPL,2026-02-07 09:33:00,100.37635481463263,0.11771504810010075,100.32975332399505,100.41040140253766,100.3134620300214
AAPL,2026-02-07 09:34:00,100.403444635336,0.1874852964311285,100.37963206734132,100.43237220719833,100.35708391136842
AAPL,2026-02-07 09:35:00,100.33719948499275,-0.028912413972167206,100.35010962523107,100.38348970270994,100.31613492792718
AAPL,2026-02-07 09:36:00,100.39989336037905,-0.9049459188817752,100.42095450454623,100.42774781348604,100.37103383555299
AAPL,2026-02-07 09:37:00,100.27049538764604,0.3841179032459786,100.28868566089888,100.33485349453998,100.22499186245342
AAPL,2026-02-07 09:38:00,100.38493752406973,-0.1488752406587348,100.42610992520925,100.46689409264836,100.37667630974771
AAPL,2026-02-07 09:39:00,100.29945859714903,0.46736847067512843,100.25482007152482,100.33288601178083,100.23102989956638
AAPL,2026-02-07 09:40:00,100.19777242765055,-0.2427737787939718,100.18423698687083,100.20327935033445,100.1486171498541
AAPL,2026-02-07 09:41:00,100.049789318292,-0.23697335284041823,100.09030072150722,100.12492320026968,100.04507149826128
AAPL,2026-02-07 09:42:00,99.9935367455367,-0.30318235525563497,100.03106590802466,100.06487400335385,99.9588704379043
AAPL,2026-02-07 09:43:00,99.94336893093391,-0.13295664612104938,99.97936634268333,100.01602894537947,99.91944520074547
AAPL,2026-02-07 09:44:00,99.92319747386829,0.02938943129074599,99.88214890603699,99.96965205481334,99.84797940433212
AAPL,2026-02-07 09:45:00,100.0593602288952,0.9060302382870543,100.03558025008742,100.10722996802397,100.0274373614928
AAPL,2026-02-07 09:46:00,99.99258979752726,-0.46265336613269703,100.00799564252593,100.02278549818061,99.96545129802936
AAPL,2026-02-07 09:47:00,99.96295711746068,0.6619793599480759,99.94689343171277,100.01034875865585,99.90337937224491
AAPL,2026-02-07 09:48:00,99.94082989400168,-0.049070411622218306,99.9625767674346,100.01176212148587,99.90197031350012
AAPL,2026-02-07 09:49:00,100.13655636097833,0.03517723224574232,100.11464760914488,100.16232216781967,100.10855028387572
AAPL,2026-02-07 09:50:00,100.15256120139519,-0.20498600137771827,100.19498045106694,100.21317531398903,100.12731888463979
AAPL,2026-02-07 09:51:00,100.22010379985298,0.2826909472708734,100.18694548071338,100.25146187321371,100.17609288390027
AAPL,2026-02-07 09:52:00,100.2722316326835,-0.09382584178945393,100.26002441493245,100.27860580465271,100.25202007149905
AAPL,2026-02-07 09:53:00,100.20055904093017,-0.3318222207325049,100.16725597285937,100.22092655846369,100.14147043425491
AAPL,2026-02-07 09:54:00,100.26927695892768,-0.07805840192724,100.24435302525569,100.30960195730157,100.22423370811832
AAPL,2026-02-07 09:55:00,100.14956074238253,0.34124674564810853,100.10483018590165,100.18958732226648,100.0644951795396
AAPL,2026-02-07 09:56:00,100.03936928363342,0.013908665652202407,100.05528504978096,100.08378673331941,100.03169547647711
AAPL,2026-02-07 09:57:00,99.8890267804321,-0.3053649758368496,99.88813965155988,99.90077179833706,99.87668832351663
AAPL,2026-02-07 09:58:00,99.93899268104634,-0.1388053030434927,99.93822672151805,99.9655281505728,99.92705405712013
AAPL,2026-02-07 09:59:00,100.06014871646222,0.3063254828083943,100.0440921587948,100.07752114938391,100.01416208043798
AAPL,2026-02-07 10:00:00,100.19767881949,-0.1173545355648431,100.23604016241083,100.2703487801577,100.15309420781436
AAPL,2026-02-07 10:01:00,100.24560942908396,0.30616101031635296,100.25449224820389,100.30108758513849,100.20591156690293
AAPL,2026-02-07 10:02:00,100.07300318161144,-0.20967132185535275,100.07665232228337,100.08349486022652,100.05937835407252
AAPL,2026-02-07 10:03:00,100.0260589031028,-0.39002684012213196,100.02056653727382,100.04477573701863,100.00554483701622
AAPL,2026-02-07 10:04:00,100.08067350128191,-0.5253074126538264,100.03783227062013,100.11153816225158,100.02411042934516
AAPL,2026-02-07 10:05:00,100.01114159773178,0.209301386664882,100.03948572508097,100.04429907495063,99.98498756054438
AAPL,2026-02-07 10:06:00,99.89569570088459,0.8780401278387657,99.86759694188703,99.91983116267124,99.8409642677481
AAPL,2026-02-07 10:07:00,99.9091216976512,0.48784145615302493,99.87089241762122,99.9450935461078,99.85243047142119
AAPL,2026-02-07 10:08:00,100.00137309520356,-0.5935711328595554,99.96668051267565,100.01220871445422,99.9512079275966
AAPL,2026-02-07 10:09:00,99.78870016777122,-0.4773875438059865,99.76141719848538,99.79301780934216,99.751331049022
AAPL,2026-02-07 10:10:00,100.0711692522312,0.42958090297754636,100.08354525649696,100.11649139760566,100.04432589698591
AAPL,2026-02-07 10:11:00,99.98651061089555,0.2600401791247511,99.98172241207796,100.03467139132903,99.94858724662923
AAPL,2026-02-07 10:12:00,100.06607775852949,-0.07620901028721326,100.09674365859104,100.10878875443244,100.01724905649725
AAPL,2026-02-07 10:13:00,100.14356030654227,0.039146343830347784,100.17914724778218,100.20489832945412,100.10131694290766
AAPL,2026-02-07 10:14:00,100.20135920793003,0.08841647182364411,100.15557318810593,100.22459737089453,100.13292374529033
AAPL,2026-02-07 10:15:00,100.11390356755199,-0.4939264447949196,100.0817666335992,100.12237255336234,100.06253525787545
AAPL,2026-02-07 10:16:00,100.1007265642185,0.27486542364623373,100.08239928074984,100.12723783716527,100.06484529727224
AAPL,2026-02-07 10:17:00,100.21591744683798,-0.15704234826053087,100.23157092418315,100.23646427463572,100.17874626468395
AAPL,2026-02-07 10:18:00,99.99082924795759,-0.2787179378543651,99.94286693449314,100.01996750200111,99.92583832301808
AAPL,2026-02-07 10:19:00,100.10907292394793,0.7303019077449308,100.06221216381364,100.15722796809811,100.05781716447538
AAPL,2026-02-07 10:20:00,100.07772072773517,0.3705897652819243,100.05636550338888,100.11745222537846,100.03193066820081
